adult,belongs_to_collection,budget,original_language,original_title,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,vote_count,languages,day_of_week,month,season,year,has_homepage,genre,companies,countries
False,not available,14000000,en,Vampire in Brooklyn,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",9.071127,1995-10-26,19800000.0,100.0,A comic tale of horror and seduction.,Vampire in Brooklyn,4.5,113.0,['English'],Thursday,Oct,Q4,1995,NO,"['Comedy', 'Horror', 'Romance']",['Paramount Pictures'],['United States of America']
False,not available,0,en,Beautiful Girls,"During a snowy winter in the small fictional town of Knight""s Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",4.670562,1996-02-09,0.0,112.0,"Good times never seemed so good,",Beautiful Girls,6.6,103.0,['English'],Friday,Feb,Q1,1996,NO,"['Comedy', 'Drama', 'Romance']","['Miramax Films', 'Woods Entertainment']",['United States of America']
False,not available,50000000,en,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",14.957626,1996-02-09,150270147.0,108.0,Prepare to Go Ballistic.,Broken Arrow,5.7,459.0,['English'],Friday,Feb,Q1,1996,NO,"['Action', 'Adventure', 'Drama', 'Thriller']","['Twentieth Century Fox Film Corporation', 'WCG Entertainment Productions', 'Mark Gordon Productions']",['United States of America']
False,not available,0,en,A Midwinter's Tale,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",0.513391,1995-12-01,0.0,99.0,The drama. The passion. The intrigue... And the rehearsals haven't even started.,A Midwinter's Tale,7.5,6.0,['English'],Friday,Dec,Q4,1995,NO,['Comedy'],"['Castle Rock Entertainment', 'Midwinter Films']",['United Kingdom']
False,not available,3000000,fr,La Haine,"Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said -- a Jew, African, and an Arab -- give human faces to France's immigrant populations, their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point. La Haine means Hate.",12.108196,1995-05-31,0.0,98.0,Three Young Friends... One Last Chance.,La Haine,7.9,695.0,['Français'],Wednesday,May,Q2,1995,NO,['Drama'],"['Egg Pictures', 'PolyGram Filmed Entertainment', 'Canal+', 'Les Productions Lazennec', 'La Sept Cinéma', 'Kasso Inc. Productions', 'Studio Image', 'Cofinergie 6']",['France']
False,not available,0,en,Shopping,"A dark, hip, urban story of a barren and anonymous city where the underclass' sport of choice is ram-raiding. An exciting game in which stolen cars are driven through shop windows to aid large-scale looting before the police arrive. For Tommy, it's a business, but for Billy and Jo, it's a labour of love. As the competition between Tommy and Billy grows more fierce, the stakes become higher and the ""shopping"" trips increasingly risky.",2.657647,1994-12-06,0.0,105.0,No one leaves without paying...,Shopping,5.6,13.0,['English'],Tuesday,Dec,Q4,1994,NO,"['Action', 'Adventure', 'Drama', 'Science Fiction', 'Thriller']",['Channel Four Films'],['United Kingdom']
False,not available,0,en,Heidi Fleiss: Hollywood Madam,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",0.638211,1995-12-27,0.0,106.0,   ,Heidi Fleiss: Hollywood Madam,6.8,4.0,['English'],Wednesday,Dec,Q4,1995,YES,['Documentary'],"['British Broadcasting Corporation (BBC)', 'Westdeutscher Rundfunk (WDR)', 'Canadian Broadcasting Corporation (CBC)', 'Cinemax Reel Life', 'InPictures', 'Lafayette Films']","['United Kingdom', 'Canada', 'United States of America', 'Germany']"
False,not available,0,en,City Hall,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",4.807223,1996-02-16,0.0,111.0,It started with a shootout on a rainswept street and ended in a scandal that shattered New York.,City Hall,6.0,67.0,['English'],Friday,Feb,Q1,1996,NO,"['Drama', 'Thriller']","['Columbia Pictures', 'Castle Rock Entertainment']",['United States of America']
False,not available,7000000,en,Bottle Rocket,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",6.904831,1996-02-21,560069.0,91.0,"They're not really criminals, but everyone's got to have a dream.",Bottle Rocket,6.8,285.0,"['Español', 'English']",Wednesday,Feb,Q1,1996,NO,"['Comedy', 'Crime', 'Drama']","['Gracie Films', 'Columbia Pictures Corporation']",['United States of America']
False,not available,0,en,Mr. Wrong,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",3.329264,1996-02-16,0.0,96.0,not available,Mr. Wrong,3.3,16.0,['English'],Friday,Feb,Q1,1996,NO,"['Comedy', 'Romance']",['Touchstone Pictures'],['United States of America']
False,not available,18000000,en,Unforgettable,"Ray Liotta stars as a medical examiner who has been acquitted for his wife's murder but many still question his innocence. Obsessed with finding his wife's killer, a possible solution presents itself in an experimental serum designed by a neurobiology Linda Fiorentino which has the ability to transfer memories from one person to another, but not without consequences. Liotta driven to solve the case injects himself with the serum, bringing him closer and closer to finding her killer but bringing him closer to death.",2.464425,1996-02-23,0.0,106.0,He loved her. He lost her. He won't let her memory die... until it tells him who killed her.,Unforgettable,5.3,22.0,['English'],Friday,Feb,Q1,1996,NO,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']","['Metro-Goldwyn-Mayer (MGM)', 'Dino De Laurentiis Company', 'Spelling Films']",['United States of America']
False,not available,12000000,en,Happy Gilmore,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",9.592265,1996-02-16,41205099.0,92.0,He doesn't play golf... he destroys it.,Happy Gilmore,6.5,767.0,['English'],Friday,Feb,Q1,1996,NO,['Comedy'],"['Universal Pictures', 'Brillstein-Grey Entertainment', 'Robert Simonds Productions']",['United States of America']
False,not available,24000000,en,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,5.951077,1995-05-28,182016617.0,135.0,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,The Bridges of Madison County,7.3,397.0,['English'],Sunday,May,Q2,1995,NO,"['Drama', 'Romance']","['Amblin Entertainment', 'Malpaso Productions', 'Warner Bros.']",['United States of America']
False,not available,0,de,Keiner liebt mich,No overview found.,1.015068,1994-11-07,0.0,104.0,not available,Nobody Loves Me,5.1,5.0,['Deutsch'],Monday,Nov,Q4,1994,NO,"['Drama', 'Comedy', 'Family']",[],['Germany']
False,The Muppet Collection,0,en,Muppet Treasure Island,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",6.902423,1996-02-16,34327391.0,100.0,Set sail for Muppet mayhem!,Muppet Treasure Island,6.5,93.0,['English'],Friday,Feb,Q1,1996,NO,"['Action', 'Comedy', 'Music', 'Family', 'Adventure']","['Walt Disney Pictures', 'Jim Henson Productions', 'Jim Henson Company, The']",['United States of America']
False,not available,0,en,Catwalk,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",0.976707,1995-12-08,0.0,95.0,"The moment when fashion, art and entertainment come together with stunning force and beauty.",Catwalk,7.0,2.0,['English'],Friday,Dec,Q4,1995,NO,['Documentary'],[],[]
False,not available,0,en,Headless Body in Topless Bar,An ex-con holds a group of people hostage in a topless bar.,0.001346,1995-05-20,0.0,110.0,not available,Headless Body in Topless Bar,0.0,0.0,[],Saturday,May,Q2,1995,NO,['Crime'],[],[]
False,not available,72000000,en,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",20.755149,1995-05-24,210000000.0,177.0,Every man dies. Not every man truly lives.,Braveheart,7.7,3404.0,"['English', 'Français', 'Latin', '']",Wednesday,May,Q2,1995,NO,"['Action', 'Drama', 'History', 'War']","['Icon Entertainment International', 'The Ladd Company', 'B.H. Finance C.V.']",['United States of America']
False,not available,1300000,en,Taxi Driver,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",14.092713,1976-02-07,28262574.0,114.0,"On every street in every city, there's a nobody who dreams of being a somebody.",Taxi Driver,8.1,2632.0,"['English', 'Español']",Saturday,Feb,Q1,1976,NO,"['Crime', 'Drama']","['Columbia Pictures Corporation', 'Italo/Judeo Productions', 'Bill/Phillips']",['United States of America']
False,not available,7500000,cn,紅番區,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",12.314278,1995-01-30,32392047.0,91.0,No Fear. No Stuntman. No Equal.,Rumble in the Bronx,6.5,245.0,"['广州话 / 廣州話', 'English']",Monday,Jan,Q1,1995,NO,"['Crime', 'Action', 'Comedy', 'Thriller']","['New Line Cinema', 'Golden Harvest Company']",['Hong Kong']
False,not available,35000000,en,Before and After,Two parents deal with the effects when their son is accused of murdering his girlfriend.,2.938293,1996-02-23,0.0,108.0,A murder. A suspect. A shadow of a doubt.,Before and After,5.8,37.0,"['English', 'Français', 'Deutsch']",Friday,Feb,Q1,1996,NO,"['Drama', 'Thriller']","['Caravan Pictures', 'Hollywood Pictures']",['United States of America']
False,not available,0,en,Margaret's Museum,"In a town where half the men die down the coalpit, Margaret MacNeil is quite happy being single in her small Cape Breton island town. Until she meets Neil Currie, a charming and sincere bagpipe-playing, Gaelic-speaking dishwasher. But no matter what you do, you can't avoid the spectre of the pit forever.",0.372697,1995-09-13,0.0,114.0,She found a way to preserve her memories forever.,Margaret's Museum,7.5,2.0,['English'],Wednesday,Sep,Q3,1995,NO,['Drama'],"['Téléfilm Canada', 'Skyline Films', 'Malofilm', 'Société de Développement des Entreprises Culturelles (SODEC)', 'British Screen Productions', 'National Film Board of Canada (NFB)', 'imX Communications', 'Glace Bay Pictures', 'Ciné Télé Action', 'Nova Scotia Film Development Corporation', 'Ranfilm']","['Canada', 'United Kingdom']"
False,not available,13365000,en,Le Bonheur est dans le pré,"Francis, the boss of a small plumbing supply company, is harassed by tax collectors, striking employees, and an impossible wife and daughter. His only joy is sharing lunch with his friend Gerard. Then a TV show called ""where are you?"" shows a woman from Gers who is searching for her husband who disappeared 28 years ago. The lost husband looks like an identical twin of Francis...",1.254885,1995-01-31,0.0,106.0,not available,Happiness Is in the Field,7.0,23.0,['Français'],Tuesday,Jan,Q1,1995,NO,['Comedy'],"['France 2 Cinéma', 'France 3 Cinéma', 'StudioCanal', 'Les Productions du Champ Poirier', 'Téléma Productions']",['France']
False,not available,0,en,Anne Frank Remembered,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust. Written by Dawn M. Barclift",0.243986,1995-06-08,1.0,117.0,"She is perhaps Hitler's best known victim, but what was Anne Frank really like?",Anne Frank Remembered,7.3,4.0,['English'],Thursday,Jun,Q2,1995,YES,"['Documentary', 'Drama', 'Foreign']",[],"['United Kingdom', 'United States of America', 'Netherlands']"
False,not available,0,en,The Young Poisoner's Handbook,"A sinister tale of genius gone wrong, The Young Poisoner's Handbook chronicles a young man's descent into madness against the absurd backdrop of suburban English life. Hugh O'Conor plays Graham Young, a schoolboy from the London suburbs whose deadly obsession with toxic substances causes him to dabble in experimental murder.",6.178497,1995-01-20,0.0,99.0,not available,The Young Poisoner's Handbook,6.9,19.0,['English'],Friday,Jan,Q1,1995,NO,"['Comedy', 'Crime', 'Drama']",['Bavaria Film and Television Fund'],"['Germany', 'France', 'United Kingdom']"
False,not available,0,en,If Lucy Fell,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",2.891918,1996-03-08,0.0,92.0,A comedy for the romantically challenged.,If Lucy Fell,5.4,11.0,['English'],Friday,Mar,Q1,1996,NO,"['Comedy', 'Romance']","['TriStar Pictures', 'Motion Picture Corporation of America (MPCA)']",['United States of America']
False,not available,25000000,en,Steal Big Steal Little,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",1.522412,1995-09-29,6278139.0,113.0,Two brothers. One fortune. Zero chance they'll share it.,Steal Big Steal Little,5.1,7.0,['English'],Friday,Sep,Q3,1995,NO,"['Comedy', 'Drama']",['Savoy Pictures'],['United States of America']
False,not available,0,en,Race the Sun,"A bunch of high school misfits in Hawaii, introduced by their new teacher, attend a science fair in which they draw up inspiration to build their own solar car and win a trip to compete in the 1990 World Solar Challenge in Australia.",1.317878,1996-03-22,0.0,100.0,A dream can make all the difference under the sun.,Race the Sun,5.2,21.0,['English'],Friday,Mar,Q1,1996,NO,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family']",['TriStar Pictures'],['United States of America']
False,not available,0,en,The Boys of St. Vincent,The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.,0.86539,1992-12-06,0.0,90.0,not available,The Boys of St. Vincent,7.0,7.0,['English'],Sunday,Dec,Q4,1992,NO,['Drama'],[],['Canada']
False,not available,40000000,en,Boomerang,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",6.506983,1992-06-30,70100000.0,117.0,A Player Who's About to be Played.,Boomerang,5.4,139.0,"['Français', 'English']",Tuesday,Jun,Q2,1992,NO,"['Comedy', 'Romance']",['Paramount Pictures'],['United States of America']
False,not available,0,cn,重慶森林,"Every day, Cop 223 buys a can of pineapple with an expiration date of May 1, symbolizing the day he'll get over his lost love. He's also got his eye on a mysterious woman in a blond wig, oblivious of the fact she's a drug dealer. Cop 663 is distraught with heartbreak over a breakup. But when his ex drops a spare set of his keys at a local cafe, a waitress lets herself into his apartment and spruces up his life.",6.778979,1994-07-14,0.0,102.0,What a difference a day makes,Chungking Express,7.9,249.0,"['广州话 / 廣州話', 'English', '日本語', '普通话']",Thursday,Jul,Q3,1994,NO,"['Drama', 'Comedy', 'Romance']","['Jet Tone Production', 'The Criterion Collection']",['Hong Kong']
False,not available,0,it,L'uomo delle stelle,The adventures and deceptions of a photographer who travels through the small villages of Sicily pretending that he is working for the big film studios in Rome.,1.702639,1995-09-21,0.0,113.0,"In the golden age of cinema, everyone dreams of becoming a star. One man promises to make all their dreams come true...",The Star Maker,6.8,29.0,['Italiano'],Thursday,Sep,Q3,1995,NO,"['Drama', 'Romance']",['Cecchi Gori Group Tiger Cinematografica'],['Italy']
False,not available,7000000,en,Flirting with Disaster,"Adopted as a child, new father Mel Colpin (Ben Stiller) decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy (Patricia Arquette), and an inept yet gorgeous adoption agent, Tina (Tea Leoni), he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents (Josh Brolin, Richard Jenkins).",5.579088,1996-03-22,14702438.0,92.0,"A comedy about sex, love, family and other accidents waiting to happen.",Flirting with Disaster,6.3,66.0,['English'],Friday,Mar,Q1,1996,NO,"['Comedy', 'Romance']",['Miramax Films'],['United States of America']
False,The Neverending Story Collection,17000000,en,The NeverEnding Story III,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,6.252377,1994-10-26,0.0,95.0,It's a brand new beginning in the adventure that never ends,The Neverending Story III: Escape from Fantasia,4.4,105.0,['English'],Wednesday,Oct,Q4,1994,NO,['Fantasy'],"['Studio Babelsberg', 'Dieter Geissler Filmproduktion', 'Cinevox Filmproduktion GmbH', 'Warner Bros.', 'Miramax']","['Germany', 'United States of America']"
False,not available,0,ar,صمت القصور,The death of a prince brings a young woman back to the palace where she was born into servitude. The lingering legacy of the harem is brought into light from behind frosted windows and velvet curtains.,0.406754,1994-09-30,0.0,116.0,not available,The Silences of the Palace,4.3,3.0,"['العربية', 'Français']",Friday,Sep,Q3,1994,NO,['Drama'],"['Canal Horizons', 'Mat Films', 'Cinétéléfilms']","['Tunisia', 'France']"
False,not available,0,en,Jupiter's Wife,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know Maggie over the next couple of years, and attempts to use her often outlandish stories as clues to reconstruct her past.
 - Written by James Meek",0.001178,1995-01-01,0.0,87.0,A Haunting Real Life Mystery,Jupiter's Wife,0.0,0.0,[],Sunday,Jan,Q1,1995,NO,[],[],[]
False,not available,0,en,Pie in the Sky,Pie in the Sky is a 1996 American romantic comedy film about a young man obsessed with traffic gridlock who falls in love with an avant-garde dancer.,0.699066,1996-02-09,0.0,95.0,The only thing that stands in the way of fate and true love is a little traffic.,Pie in the Sky,7.0,2.0,['English'],Friday,Feb,Q1,1996,NO,"['Comedy', 'Romance']",[],[]
False,not available,0,en,Angela,"A ten year old girl named Angela leads her six year old sister, Ellie, through various regimens of 'purification' in an attempt to rid themselves of their evil, which she believes to be the cause of their mother's mental illness. Precocious, to say the least, Angela has visions of Lucifer coming to take her and her sister away, and one of her remedies for this is for them to remain within a circle of their dolls and toys until they see a vision of the virgin Mary come to them. But such thinking can only lead to an ending befitting of her own mental state.",2.197439,1995-01-01,0.0,99.0,not available,Angela,5.6,9.0,['English'],Sunday,Jan,Q1,1995,NO,"['Comedy', 'Drama']",[],['United States of America']
False,not available,0,it,Frankie Starlight,The quirky story of a young boy's adventures growing up with his stunningly beautiful mother and the two very different men who love her.,0.637554,1995-11-22,0.0,101.0,Sometimes the brightest star is the one that shines within.,Frankie Starlight,5.4,4.0,['English'],Wednesday,Nov,Q4,1995,NO,"['Drama', 'Romance', 'War']","['Fine Line Features', 'Channel Four Films', 'Bórd Scannán na hÉireann', 'Canal+']","['United Kingdom', 'United States of America', 'France', 'Ireland']"
False,not available,50000000,en,Jade,"Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",11.418917,1995-10-13,9851610.0,95.0,Some fantasies go too far.,Jade,5.1,45.0,['English'],Friday,Oct,Q4,1995,NO,"['Action', 'Thriller', 'Mystery', 'Romance']",['Paramount Pictures'],['United States of America']
False,not available,0,es,Nueba Yol,"Balbuena is a genial illegal immigrant who makes his way to New York City to take a bite out of the Big Apple. But his hopes of finding a better life soon begin to fade as Balbuena encounters one obstacle after another in the hardscrabble, uncaring metropolis.",0.291021,1995-08-16,0.0,102.0,not available,Nueba Yol,5.5,1.0,['Español'],Wednesday,Aug,Q3,1995,NO,"['Comedy', 'Drama', 'Romance']","['Cigua Films', ""D'Pelicula""]",['Dominican Republic']
False,not available,0,en,Sonic Outlaws,"Within days after the release of Negativland's clever parody of U2 and Casey Kasem, recording industry giant Island Records descended upon the band with a battery of lawyers intent on erasing the piece from the history of rock music.  Craig ""Tribulation 99"" Baldwin follows this and other intellectual property controversies across the contemporary arts scene. Playful and ironic, his cut-and-paste collage-essay surveys the prospects for an ""electronic folk culture"" in the midst of an increasingly commodified corporate media landscape.",0.001838,1995-08-01,0.0,87.0,not available,Sonic Outlaws,0.0,0.0,['English'],Tuesday,Aug,Q3,1995,NO,"['Music', 'Documentary']",[],['United States of America']
False,not available,0,en,Down Periscope,"Bumbling Navy lieutenant Tom Dodge has been given one last chance to clean up his record. But Admiral Graham, his nemesis, assigns Dodge to the Stingray, a submarine that can barely keep afloat. To add insult to injury, the Stingray is to be the enemy flagship in the upcoming war games … and to make matters even worse, Dodge's crew is a band of idiots even more incompetent that he is!",5.184977,1996-03-01,0.0,92.0,"A rusty sub. A rebel commander. A renegade crew. When destiny called, they should have hung up.",Down Periscope,5.6,110.0,['English'],Friday,Mar,Q1,1996,NO,['Comedy'],['Twentieth Century Fox Film Corporation'],['United States of America']
False,not available,0,en,From the Journals of Jean Seberg,"Mark Rappaport's creative bio-pic about actress Jean Seberg is presented in a first-person, autobiographical format (with Seberg played by Mary Beth Hurt). He seamlessly interweaves cinema, politics, American society and culture, and film theory to inform, entertain, and move the viewer. Seberg's many marriages, as well as her film roles, are discussed extensively. Her involvement with the Black Panther Movement and subsequent investigation by the FBI is covered. Notably, details of French New Wave cinema, Russian Expressionist (silent) films, and the careers of Jane Fonda, Vanessa Redgrave, and Clint Eastwood are also intensively examined. Much of the film is based on conjecture, but Rappaport encourages viewers to re-examine their ideas about women in film with this thought-provoking picture.",0.276401,1995-09-08,0.0,97.0,not available,From the Journals of Jean Seberg,6.5,2.0,['English'],Friday,Sep,Q3,1995,NO,['Documentary'],['Couch Potatoe Productions'],['United States of America']
False,not available,0,en,Man of the Year,"First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?",0.540436,1995-09-15,209935.0,86.0,He as a centerfold who revealed everything ... but the truth.,Man of the Year,3.8,2.0,['English'],Friday,Sep,Q3,1995,NO,['Comedy'],[],['United States of America']
False,not available,0,en,The Neon Bible,"While on a train, a teenage boy thinks about his life and the flamboyant aunt whose friendship acted as an emotional shield from his troubled family. This film evokes the haunting quality of memory while creating a heartfelt portrait of a boy's life in a rural 1940s Southern town.",0.370342,1995-08-23,0.0,91.0,not available,The Neon Bible,7.2,5.0,['English'],Wednesday,Aug,Q3,1995,NO,['Drama'],"['Channel Four Films', 'Academy', 'Mayfair Films', 'Iberoamerica Films']",['United Kingdom']
False,not available,0,en,Target,A subtle yet violent commentary on feudal lords.,0.001205,1995-08-01,0.0,122.0,not available,Target,0.0,0.0,[],Tuesday,Aug,Q3,1995,NO,[],[],[]
False,not available,60000000,en,Up Close & Personal,"Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...",3.402749,1996-03-01,0.0,119.0,"Every Day we Have, is One More Than We Deserve.",Up Close & Personal,5.9,51.0,['Français'],Friday,Mar,Q1,1996,NO,"['Drama', 'Romance']","['Cinergi Pictures Entertainment', 'Touchstone Pictures']",['United States of America']
False,not available,31000000,en,The Birdcage,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.,6.49968,1996-03-08,185260553.0,117.0,Come as you are.,The Birdcage,6.7,303.0,"['English', 'Français']",Friday,Mar,Q1,1996,NO,['Comedy'],['United Artists'],['United States of America']
False,not available,0,en,Gospa,"In 1981 in Medjugorje (BA), a group of kids claim that Virgin Mary appeared to them on a hill. The local priest believes them and spreads the word. Religious tourism blossoms. The communist government is concerned and arrests the priest.",0.918504,1995-10-12,0.0,125.0,not available,Virgin Mary,7.0,2.0,"['English', 'Hrvatski', 'Bosanski']",Thursday,Oct,Q4,1995,NO,['Drama'],[],"['Croatia', 'Canada', 'United States of America']"
False,not available,0,en,The Brothers McMullen,"Deals with the lives of the three Irish Catholic McMullen brothers from Long Island, New York, over three months, as they grapple with basic ideas and values — love, sex, marriage, religion and family — in the 1990s. Directed, written, produced by and starring Edward Burns.",2.039196,1995-08-09,0.0,98.0,Sometimes the Best Friends Are the Ones You've Known Your Whole Life.,The Brothers McMullen,6.3,23.0,['English'],Wednesday,Aug,Q3,1995,NO,"['Comedy', 'Drama', 'Romance']",['Fox Searchlight Pictures'],['United States of America']
False,Bad Boys Collection,19000000,en,Bad Boys,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",9.262184,1995-04-07,141407024.0,118.0,Whatcha gonna do?,Bad Boys,6.5,1729.0,['English'],Friday,Apr,Q2,1995,NO,"['Action', 'Comedy', 'Crime', 'Thriller']","['Columbia Pictures', 'Don Simpson/Jerry Bruckheimer Films']",['United States of America']
False,not available,0,en,The Amazing Panda Adventure,"Far from home in the lush bamboo forests of China, ten-year-old Ryan Tyler, with the help of a young girl, goes on a wonderful journey to rescue a baby panda taken by poachers.",2.375865,1995-08-25,0.0,81.0,"In the sweeping highlands of China, a boy begins a magical journey to save the life of a natural wonder.",The Amazing Panda Adventure,5.0,31.0,['Deutsch'],Friday,Aug,Q3,1995,NO,"['Action', 'Adventure', 'Drama', 'Family']",['Warner Bros.'],['United States of America']
False,not available,0,en,The Basketball Diaries,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,7.415144,1995-04-21,0.0,102.0,The true story of the death of innocence and the birth of an artist.,The Basketball Diaries,7.2,472.0,['English'],Friday,Apr,Q2,1995,NO,"['Drama', 'Crime']","['New Line Cinema', 'Island Pictures']",['United States of America']
False,not available,4000000,en,An Awfully Big Adventure,"An Awfully Big Adventure is a 1995 drama film about a theatre company in Liverpool, set in 1947 and based on the 1989 novel of the same name by Beryl Bainbridge.",0.922958,1995-07-21,851545.0,113.0,not available,An Awfully Big Adventure,6.0,11.0,['English'],Friday,Jul,Q3,1995,NO,"['Romance', 'Drama', 'Comedy']","['Fine Line Features', 'BBC', 'British Screen Productions', 'Portman Productions']",['United Kingdom']
